,node,node.type,current_rangetxt,event_type,event_txt,ana_dispersal_from,dispersal_to,event_time,abs_event_time,nmap
1095,9,tip,B,d,B->AB,B,A,0.241027637112938,0.263652876087062,714
1096,41,internal,B,d,B->AB,B,A,0.717193475457327,0.691321452542673,714
1097,9,tip,B,d,B->AB,B,A,0.327147735164464,0.177532778035536,715
1098,9,tip,B,d,B->AB,B,A,0.271757833125245,0.232922680074755,716
1099,9,tip,B,d,B->AB,B,A,0.142708294318242,0.361972218881758,717
1100,23,internal,B,d,B->AB,B,A,3.38233210811798,3.91035081388202,717
1101,41,internal,A,d,A->AB,A,B,0.0402128566124925,1.36830207138751,717
1102,9,tip,B,d,B->AB,B,A,0.0144607486971501,0.49021976450285,718
1103,9,tip,B,d,B->AB,B,A,0.493519198558483,0.0111613146415168,719
1104,9,tip,B,d,B->AB,B,A,0.462091389036498,0.0425891241635016,720
1105,23,internal,A,d,A->AB,A,B,0.411871338441232,6.88081158355877,720
