,node,node.type,current_rangetxt,event_type,event_txt,ana_dispersal_from,dispersal_to,event_time,abs_event_time,nmap
221,20,internal,B,d,B->AB,B,A,0.148641922727548,8.19893125227245,115
222,7,tip,A,d,A->AB,A,B,1.62140983272297,0.461517254277033,116
223,21,internal,A,d,A->AB,A,B,0.16495896259703,4.33131183360297,116
224,5,tip,A,d,A->AB,A,B,1.26194478901257,6.25686759898743,117
225,21,internal,A,d,A->AB,A,B,0.388307434644217,4.10796336155578,117
226,7,tip,B,d,B->AB,B,A,1.38846743511735,0.694459651882651,118
227,21,internal,A,d,A->AB,A,B,0.223309103628141,4.27296169257186,118
228,22,internal,A,d,A->AB,A,B,0.647673258251765,3.09160040174824,119
229,5,tip,A,d,A->AB,A,B,5.24916477246958,2.26964761553042,120
230,7,tip,B,d,B->AB,B,A,0.449291644771795,1.6336354422282,120
231,16,internal,A,d,A->AC,A,C,0.0898657583961274,8.25770744910387,120
232,7,tip,B,d,B->AB,B,A,0.929191759344777,1.15373532765522,121
233,16,internal,AB,d,AB->ABC,B,C,0.0535693338530974,8.2940038736469,121
234,21,internal,A,d,A->AB,A,B,0.158218420712063,4.33805237548794,121
235,5,tip,B,d,B->AB,B,A,4.32342592050359,3.19538646749641,122
236,20,internal,A,d,A->AB,A,B,2.25857428017065,6.08899889482934,122
237,22,internal,A,d,A->AB,A,B,1.07773820823419,2.66153545176581,123
238,5,tip,A,d,A->AB,A,B,1.22560779951177,6.29320458848823,124
239,22,internal,A,d,A->AB,A,B,1.07227505824485,2.66699860175515,124
240,22,internal,A,d,A->AB,A,B,1.53859192475767,2.20068173524233,125
241,5,tip,A,d,A->AB,A,B,2.75589867058642,4.76291371741358,126
242,22,internal,A,d,A->AB,A,B,1.27946146323525,2.45981219676475,126
243,5,tip,A,d,A->AB,A,B,2.12276687933013,5.39604550866987,127
244,22,internal,A,d,A->AB,A,B,0.822619781289764,2.91665387871024,127
245,5,tip,A,d,A->AB,A,B,2.28429481719405,5.23451757080595,128
246,7,tip,B,d,B->AB,B,A,2.0593936976321,0.0235333893679037,128
247,21,internal,A,d,A->AB,A,B,0.515849681386096,3.9804211148139,128
248,7,tip,B,d,B->AB,B,A,0.561194547636568,1.52173253936343,129
249,21,internal,A,d,A->AB,A,B,0.335154175095337,4.16111662110466,129
250,5,tip,B,d,B->AB,B,A,2.18514071920556,5.33367166879444,130
251,20,internal,B,d,B->AB,B,A,1.22319974695228,7.12437342804772,130
